relative_path,num_steps,safety_trigger_count,safety_trigger_ratio,bound_violation_count,norm_violation_count,jump_violation_count,workspace_violation_count,abnormal_sequence_count,rejected_action_count,raw_motion_norm_mean,raw_motion_norm_max,safe_motion_norm_mean,safe_motion_norm_max,raw_action_jump_mean,raw_action_jump_max,safe_action_jump_mean,safe_action_jump_max
task0_ep18/actions.npy,83,29,0.3493975903614458,29,0,0,0,9,0,0.8573901653289795,1.124207615852356,0.8573901653289795,1.124207615852356,0.12131151556968689,0.3339921236038208,0.12131151556968689,0.3339921236038208
task0_ep19/actions.npy,86,48,0.5581395348837209,48,0,0,0,9,0,0.8620545864105225,1.1956279277801514,0.8620545864105225,1.1956279277801514,0.1284814178943634,0.4161354899406433,0.1284814178943634,0.4161354899406433
task0_ep2/actions.npy,82,40,0.4878048780487805,40,0,0,0,10,0,0.9018252491950989,1.2238633632659912,0.9018252491950989,1.2238633632659912,0.1256149262189865,0.32134565711021423,0.1256149262189865,0.32134565711021423
task0_ep20/actions.npy,80,46,0.575,46,0,1,0,17,0,0.8690887689590454,1.2213283777236938,0.8704050183296204,1.2213283777236938,0.12937577068805695,0.7203911542892456,0.12918591499328613,0.4999999701976776
task0_ep21/actions.npy,72,37,0.5138888888888888,36,0,1,0,6,0,0.8532654643058777,1.2254308462142944,0.8536279201507568,1.2254308462142944,0.1397722065448761,0.644341766834259,0.13877519965171814,0.5
task0_ep22/actions.npy,77,34,0.44155844155844154,34,0,0,0,2,0,0.817862868309021,1.109108328819275,0.817862868309021,1.109108328819275,0.12303191423416138,0.4013896882534027,0.12303191423416138,0.4013896882534027
task0_ep23/actions.npy,73,41,0.5616438356164384,41,0,0,0,5,0,0.8391596078872681,1.1845285892486572,0.8391596078872681,1.1845285892486572,0.1352909654378891,0.4181390702724457,0.1352909654378891,0.4181390702724457
task0_ep24/actions.npy,72,53,0.7361111111111112,53,0,0,0,32,0,0.8824756741523743,1.1440281867980957,0.8824756741523743,1.1440281867980957,0.12540189921855927,0.28029510378837585,0.12540189921855927,0.28029510378837585
task0_ep25/actions.npy,76,44,0.5789473684210527,44,0,0,0,11,0,0.8724192380905151,1.1762183904647827,0.8724192380905151,1.1762183904647827,0.13199450075626373,0.4039159417152405,0.13199450075626373,0.4039159417152405
task0_ep26/actions.npy,75,29,0.38666666666666666,29,0,0,0,1,0,0.8298621773719788,1.1711825132369995,0.8298621773719788,1.1711825132369995,0.12401685118675232,0.37804222106933594,0.12401685118675232,0.37804222106933594
task0_ep27/actions.npy,103,66,0.6407766990291263,65,0,4,0,23,0,0.8288262486457825,1.229768991470337,0.8025086522102356,1.2016792297363281,0.15156447887420654,2.173985481262207,0.14895769953727722,0.5
